base_name_en,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Azure Bolt,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Verdant Levin,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Blacksteel Glaive I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Glaive II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Daora's Entom,Upgrade,Daora Claw+,3,Daora Tail,2,Daora Webbing,4,Nergigante Carapace,5
Daora's Tethidine,Upgrade,Daora Claw+,4,Daora Gem,1,Daora Horn+,5,Xeno'jiiva Wing,2
Xeno Shmaena,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Chain Blitz I,Create,Monster Bone S,1,,,,,,
Chain Blitz II,Upgrade,Monster Bone S,2,,,,,,
Chain Blitz III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
High Chain Blitz I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
High Chain Blitz II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
High Chain Blitz III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Cross Blitz I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Cross Blitz II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Spitter,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Cataclysm's Trigger,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Lumu Blitz I,Upgrade,Paolumu Pelt,2,Paolumu Scale,3,Paolumu Shell,1,,
Lumu Blitz II,Upgrade,Diablos Shell,3,Paolumu Shell,3,Paolumu Webbing,2,Shamos Scale,5
Lumu Typhon I,Create,Paolumu Carapace+,4,Paolumu Pelt+,6,Paolumu Webbing,5,Wyvern Gem,1
Lumu Typhon I,Upgrade,Paolumu Carapace+,3,Paolumu Pelt+,4,Paolumu Scale+,5,Shamos Scale+,5
Lumu Typhon II,Upgrade,Blos Medulla,2,Novacrystal,1,Paolumu Carapace+,4,Paolumu Wing,3
Lumu Typhon III,Upgrade,Elder Dragon Bone,3,Paolumu Carapace+,5,Paolumu Scale+,7,Wyvern Gem,1
Bazel Typhoon I,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Scale+,5,Bazelgeuse Talon,3,Firecell Stone,1
Bazel Typhoon II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Wing,3
Jagras Blitz I,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Blitz II,Upgrade,Coral Bone,2,Great Jagras Claw,2,Great Jagras Mane,2,Tzitzi-Ya-Ku Claw,3
Jagras Blitz III,Upgrade,Great Jagras Claw,3,Great Jagras Mane,3,Great Jagras Scale,5,Monster Bone+,3
Jagras Fire I,Upgrade,Great Jagras Claw+,4,Great Jagras Mane,6,Great Jagras Scale+,6,Piercing Claw,5
Jagras Fire II,Upgrade,Great Jagras Claw+,6,Jagras Hide+,6,Monster Hardbone,4,Tzitzi-Ya-Ku Claw+,5
Jagras Fire III,Upgrade,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1,Vaal Hazak Talon,2
Flame Blitz I,Upgrade,Flame Sac,2,Rathalos Marrow,1,Rathalos Scale,1,Rathalos Webbing,2
Flame Blitz II,Upgrade,Inferno Sac,3,Rathalos Plate,1,Rathalos Scale,6,Rathalos Tail,2
Rathbuster I,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Rathbuster II,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Thunder Blitz I,Upgrade,Dragonite Ore,5,Electro Sac,1,Tobi-Kadachi Claw,2,Tobi-Kadachi Electrode,1
Thunder Blitz II,Upgrade,Coral Crystal,3,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2
Lightning Blitz I,Upgrade,Carbalite Ore,5,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4,Vespoid Innerwing,3
Lightning Blitz II,Upgrade,Fucium Ore,5,Thunder Sac,3,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4
Lightning Blitz III,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Snow Blitz I,Upgrade,Coral Crystal,3,Frost Sac,2,Legiana Claw,3,Legiana Scale,4
Snow Blitz II,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale,5
Frost Blitz I,Upgrade,Freezer Sac,3,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3
Frost Blitz II,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
Hunter's Rifle I,Create,Monster Bone S,1,,,,,,
Hunter's Rifle II,Upgrade,Monster Bone S,2,,,,,,
Hunter's Rifle III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Power Rifle I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Power Rifle II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Power Rifle III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Sniper Shot I,Create,Brutal Bone,4,Dragonbone Relic,1,Monster Hardbone,4,Monster Keenbone,10
Sniper Shot I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Sniper Shot II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Hazak Ereipia,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Gulgoleth's Wail,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Blazing Rifle I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Rifle II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Anja Buster I,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Anja Buster II,Upgrade,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1,Rathalos Medulla,2
Anja Buster III,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Madness Rifle I,Upgrade,Aqua Sac,1,Jyuratodus Fin,1,Jyuratodus Scale,3,Jyuratodus Shell,1
Madness Rifle II,Upgrade,Gajau Skin,3,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3
Madness Rifle III,Upgrade,Gajau Whisker,3,Jyuratodus Fang,4,Jyuratodus Shell,3,Monster Bone+,2
Jyura Bullet I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Fin+,2,Jyuratodus Scale+,3
Jyura Bullet II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Jyura Bullet III,Upgrade,Elder Dragon Bone,2,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Lava Bullet I,Upgrade,Lavasioth Fang+,2,Lavasioth Fin+,2,Lavasioth Scale+,4,,
Lava Bullet II,Upgrade,Lavasioth Fang+,3,Lavasioth Fin+,3,Teostra Mane,2,Wyvern Gem,1
Carapace Rifle I,Upgrade,Barroth Claw,1,Barroth Ridge,2,Barroth Shell,3,,
Carapace Rifle II,Upgrade,Barroth Claw,2,Barroth Tail,1,Dragonite Ore,3,Kestodon Shell,3
Carapace Rifle III,Upgrade,Barroth Claw,4,Barroth Scalp,2,Diablos Shell,3,Monster Bone+,3
Barroth Shot I,Upgrade,Barroth Carapace,3,Barroth Claw+,2,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Shot II,Upgrade,Barroth Carapace,3,Barroth Claw+,4,Diablos Carapace,3,Gastodon Carapace,5
Barroth Shot III,Upgrade,Barroth Claw+,5,Barroth Ridge+,5,Nergigante Horn+,1,Wyvern Gem,1
Garon Rifle I,Upgrade,Odogaron Claw,2,Odogaron Fang,2,Odogaron Scale,4,,
Garon Rifle II,Upgrade,Odogaron Claw,2,Odogaron Plate,1,Odogaron Tail,2,Quality Bone,5
Fate's Ember,Upgrade,Dragonbone Relic,1,Odogaron Claw+,4,Odogaron Fang+,3,Odogaron Scale+,8
Karma,Upgrade,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1,Teostra Claw+,2
Dragonbone Bowgun I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Bowgun II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Bowgun III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Onigashima,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Talon,3,Firecell Stone,1,High Commendation,1
Dai-Onigashima,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Claw,4
Mythical Horn,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Mythical Horn+,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Mythical Three-Horn,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Blacksteel Crossbow I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Crossbow II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Icesteel Wasp,Upgrade,Daora Claw+,3,Daora Tail,2,Daora Webbing,4,Nergigante Carapace,5
Daora's Hornet,Upgrade,Daora Claw+,4,Daora Gem,1,Daora Horn+,5,Xeno'jiiva Wing,2
Xeno Neqiina,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Cross Bowgun,Create,Gama Coin,4,Hunter King Coin,5,Novacrystal,1,Rathalos Coin,4
Great Bowgun,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
Iron Assault I,Create,Iron Ore,1,,,,,,
Iron Assault II,Upgrade,Iron Ore,2,,,,,,
Iron Assault III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Steel Assault I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Assault II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Steel Assault III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Assault I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Chrome Assault II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Roar,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Destruction's Fusillade,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Aqua Assault I,Upgrade,Aqua Sac,1,Earth Crystal,3,Jyuratodus Scale,3,Jyuratodus Shell,1
Aqua Assault II,Upgrade,Dragonite Ore,5,Gajau Skin,3,Jyuratodus Fang,2,Jyuratodus Fin,3
Aqua Assault III,Upgrade,Coral Crystal,3,Gajau Whisker,3,Jyuratodus Fang,4,Monster Bone+,2
Water Cannon I,Upgrade,Carbalite Ore,5,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3
Water Cannon II,Upgrade,Fucium Ore,5,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Torrent Sac,3
Water Cannon III,Upgrade,Elder Dragon Blood,3,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Luminous Assault I,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1,Tzitzi-Ya-Ku Scale,3,,
Luminous Assault II,Upgrade,Legiana Tail Webbing,2,Sharp Claw,3,Tzitzi-Ya-Ku Claw,3,Tzitzi-Ya-Ku Photophore,2
Arma Destroyer I,Upgrade,Lightcrystal,1,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1,Tzitzi-Ya-Ku Scale+,5
Arma Destroyer II,Upgrade,Legiana Wing,2,Piercing Claw,5,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2
Arma Destroyer III,Upgrade,Bird Wyvern Gem,1,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3
Shattercryst,Create,Frost Sac,3,Legiana Claw,4,Legiana Plate,1,Legiana Tail Webbing,3
Shattercryst,Upgrade,Frost Sac,2,Legiana Claw,3,Legiana Scale,4,,
Shattercryst+,Upgrade,Freezer Sac,2,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3
Legia Shattercryst,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Gem,1,Legiana Hide+,3
Jagras Assault I,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Assault II,Upgrade,Coral Bone,2,Great Jagras Claw,2,Great Jagras Mane,2,Tzitzi-Ya-Ku Claw,3
Jagras Assault III,Upgrade,Great Jagras Claw,3,Great Jagras Mane,3,Great Jagras Scale,5,Monster Bone+,3
Jagras Cannon I,Upgrade,Great Jagras Claw+,4,Great Jagras Mane,6,Great Jagras Scale+,6,Piercing Claw,5
Jagras Cannon II,Upgrade,Great Jagras Claw+,6,Jagras Hide+,6,Monster Hardbone,4,Tzitzi-Ya-Ku Claw+,5
Jagras Cannon III,Upgrade,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1,Vaal Hazak Talon,2
Blazing Assault I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Assault II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Flammenkanone,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Gnashing Flammenkanone,Upgrade,Anjanath Fang+,6,Anjanath Gem,1,Anjanath Nosebone+,2,Teostra Mane,2
Bone Shooter I,Create,Monster Bone S,1,,,,,,
Bone Shooter II,Upgrade,Monster Bone S,2,,,,,,
Bone Shooter III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Heavy Shooter I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Heavy Shooter II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Heavy Shooter III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Power Shooter I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Power Shooter II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Diablos Shooter I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Shooter II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Dual Threat,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Nero's Blazooka,Upgrade,Black Diablos Carapace,4,Black Diablos Ridge+,2,Black Spiral Horn+,1,Wyvern Gem,1
Griffon Blazooka,Upgrade,Black Diablos Carapace,6,Black Spiral Horn+,3,Dragonbone Relic,2,Xeno'jiiva Tail,2
Blooming Shooter I,Upgrade,Poison Sac,1,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,,
Blooming Shooter II,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Shooter III,Upgrade,Monster Bone+,2,Poison Sac,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2
Datura Blaster I,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Quality Bone,3,Toxin Sac,2
Datura Blaster II,Upgrade,Monster Hardbone,3,Pukei-Pukei Carapace,5,Pukei-Pukei Wing,3,Toxin Sac,2
Datura Blaster III,Upgrade,Bird Wyvern Gem,1,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Vaal Hazak Wing,2
Spiked Shooter I,Upgrade,Radobaan Scale,4,Sleep Sac,2,Wyvern Bonemass,2,,
Spiked Shooter II,Upgrade,Monster Bone+,3,Radobaan Marrow,1,Radobaan Oilshell,2,Wyvern Bonemass,3
Baan Roar I,Create,Radobaan Carapace,6,Radobaan Medulla,2,Radobaan Oilshell,5,Wyvern Gem,1
Baan Roar I,Upgrade,Coma Sac,2,Monster Keenbone,3,Radobaan Carapace,4,Radobaan Oilshell,3
Baan Roar II,Upgrade,Coma Sac,3,Monster Hardbone,5,Radobaan Medulla,1,Radobaan Scale+,8
Baan Roar III,Upgrade,Coma Sac,4,Elder Dragon Bone,5,Radobaan Carapace,6,Wyvern Gem,1
Gama Cannon I,Upgrade,Dodogama Hide+,4,Dodogama Scale+,6,Dodogama Talon,4,,
Gama Cannon II,Upgrade,Dodogama Jaw,4,Dodogama Tail,3,Fire Dragon Scale+,4,Wyvern Gem,1
Pulsar Shooter I,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Pelt,2,Tobi-Kadachi Scale,3,,
Pulsar Shooter II,Upgrade,Coral Crystal,3,Electro Sac,2,Tobi-Kadachi Claw,3,Tobi-Kadachi Electrode,2
Pulsar Shooter III,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Lion I,Upgrade,Dragonvein Crystal,3,Tobi-Kadachi Claw+,3,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4
Kadachi Lion II,Upgrade,Majestic Horn,2,Thunder Sac,3,Tobi-Kadachi Claw+,4,Tobi-Kadachi Electrode+,2
Kadachi Lion III,Upgrade,Nergigante Talon,2,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Dragonbone Cannon I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Cannon II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Cannon III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Quickcaster,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Quickcaster+,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Quickquiver,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Magda Gemitus I,Upgrade,Zorah Magdaros Carapace,8,Zorah Magdaros Gem,1,Zorah Magdaros Heat Scale,4,Zorah Magdaros Magma,4
Magda Gemitus II,Upgrade,Firecell Stone,3,Xeno'jiiva Shell,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,2
Blacksteel Cannon I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Cannon II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Teostra's Artillery,Upgrade,Teostra Carapace,5,Teostra Claw+,2,Teostra Mane,2,Teostra Powder,4
Teostra's Flames,Upgrade,Teostra Claw+,2,Teostra Gem,1,Teostra Horn+,5,Xeno'jiiva Soulscale,5
Xeno Jiiqa,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Iron Bow I,Create,Iron Ore,1,,,,,,
Iron Bow II,Upgrade,Iron Ore,2,,,,,,
Iron Bow III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Steel Bow I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Bow II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Steel Bow III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Alloy Bow I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Alloy Bow II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Whisper,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Doom's Shaft,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Kulu Arrow I,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Arrow II,Upgrade,Boulder Bone,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Radobaan Scale,3
Kulu Arrow III,Upgrade,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Odogaron Claw,2,Warped Bone,3
Archer's Dance I,Create,Carbalite Ore,10,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,6,Kulu-Ya-Ku Scale+,6
Archer's Dance I,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Archer's Dance II,Upgrade,Brutal Bone,3,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Odogaron Claw+,2
Archer's Dance III,Upgrade,Bird Wyvern Gem,1,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Nergigante Talon,2
Brazencord,Upgrade,Uragaan Carapace,4,Uragaan Jaw,1,Uragaan Marrow,1,Uragaan Scale+,6
Gigacles,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Ruby,1,Uragaan Scute,4
Princess Arrow I,Upgrade,Rathian Scale,5,Rathian Shell,4,Rathian Spike,3,,
Princess Arrow II,Upgrade,Rathian Carapace,4,Rathian Plate,1,Rathian Scale+,5,Rathian Spike+,3
Princess Arrow III,Upgrade,Elder Dragon Blood,3,Pink Rathian Scale+,6,Rathian Ruby,1,Rathian Spike+,5
Rathslinger I,Upgrade,Flame Sac,2,Rath Wingtalon,3,Rathalos Marrow,1,Rathalos Shell,2
Rathslinger II,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Rathslinger III,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Aqua Arrow I,Upgrade,Aqua Sac,1,Earth Crystal,3,Jyuratodus Scale,3,Jyuratodus Shell,1
Aqua Arrow II,Upgrade,Dragonite Ore,5,Gajau Skin,3,Jyuratodus Fang,2,Jyuratodus Fin,3
Aqua Arrow III,Upgrade,Coral Crystal,3,Gajau Whisker,3,Jyuratodus Fang,4,Monster Bone+,2
Water Shot I,Upgrade,Carbalite Ore,5,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3
Water Shot II,Upgrade,Fucium Ore,5,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Torrent Sac,3
Water Shot III,Upgrade,Elder Dragon Blood,3,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Glacial Arrow I,Upgrade,Frost Sac,2,Legiana Claw,3,Legiana Scale,4,,
Glacial Arrow II,Upgrade,Legiana Claw,4,Legiana Plate,1,Legiana Tail Webbing,3,Paolumu Wing,4
Snowfletcher,Upgrade,Freezer Sac,2,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3
Legia Snowfletcher,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Gem,1,Legiana Hide+,3
Hunter's Bow I,Create,Monster Bone S,1,,,,,,
Hunter's Bow II,Upgrade,Monster Bone S,2,,,,,,
Hunter's Bow III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Hunter's Stoutbow I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Hunter's Stoutbow II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Hunter's Stoutbow III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Hunter's Proudbow I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Hunter's Proudbow II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Hazak Velos I,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Hazak Velos II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Diablos Bow I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Bow II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Diablos Coilbender,Create,Blos Medulla,1,Diablos Ridge+,6,Majestic Horn,4,Wyvern Gem,1
Diablos Coilbender,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Galebender,Upgrade,Black Diablos Carapace,4,Black Diablos Ridge+,2,Black Spiral Horn+,1,Wyvern Gem,1
Cera Coilbender,Upgrade,Black Diablos Carapace,6,Black Spiral Horn+,3,Dragonbone Relic,2,Xeno'jiiva Tail,2
Blooming Arch I,Upgrade,Poison Sac,1,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,,
Blooming Arch II,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Arch III,Upgrade,Monster Bone+,2,Poison Sac,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2
Datura String I,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Quality Bone,3,Toxin Sac,2
Datura String II,Upgrade,Monster Hardbone,3,Pukei-Pukei Carapace,5,Pukei-Pukei Wing,3,Toxin Sac,2
Datura String III,Upgrade,Bird Wyvern Gem,1,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Vaal Hazak Wing,2
Blazing Bow I,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Bow II,Upgrade,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1,Rathalos Marrow,1
Anja Arch I,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
