base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Iron Eschaton III,long-sword,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
Daito Crow,long-sword,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
Daito Wolf,long-sword,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
Usurper's Boltslicer,long-sword,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
Usurper Boltslicer+,long-sword,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
Despot's Boltbreaker,long-sword,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
Nergal Reaver,long-sword,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
Extermination's Edge,long-sword,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
Ruinous Extermination,long-sword,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
Flickering Glow I,long-sword,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1,Tzitzi-Ya-Ku Scale,3,,
Flickering Glow II,long-sword,Upgrade,Legiana Tail Webbing,2,Tzitzi-Ya-Ku Claw,3,Tzitzi-Ya-Ku Photophore,2,Sharp Claw,3
Dazzling Flash I,long-sword,Upgrade,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1,Tzitzi-Ya-Ku Scale+,5,Lightcrystal,1
Dazzling Flash II,long-sword,Upgrade,Legiana Wing,2,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2,Piercing Claw,5
Dazzling Flash III,long-sword,Upgrade,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3,Bird Wyvern Gem,1
Blinding Blaze I,long-sword,Create,Tzitzi-Ya-Ku Hardclaw,3,Tzitzi-Ya-Ku Photomembrane,2,Tzitzi-Ya-Ku Shard,4,Fey Wyvern Gem,1
Blinding Blaze I,long-sword,Upgrade,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Tzitzi-Ya-Ku Shard,2,Tough Claw,2
Blinding Blaze II,long-sword,Upgrade,Legiana Hardclaw,2,Tzitzi-Ya-Ku Hardclaw,2,Tzitzi-Ya-Ku Photomembrane,1,Purecrystal,1
Ambertooth I,long-sword,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
Ambertooth II,long-sword,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
First Dance I,long-sword,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
First Dance II,long-sword,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Boulder Bone,3
First Dance III,long-sword,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Warped Bone,3
Last Dance I,long-sword,Create,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,2,Kulu-Ya-Ku Scale+,6,Bird Wyvern Gem,1
Last Dance I,long-sword,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Last Dance II,long-sword,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Brutal Bone,3
Last Dance III,long-sword,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Bird Wyvern Gem,1
Rafiq al-Nasr I,long-sword,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,3,Thick Bone,2
Rafiq al-Nasr II,long-sword,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2,Large Kulu-Ya-Ku Plume,3,Monster Slogbone,3
Hidden Saber,long-sword,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
Hidden Saber+,long-sword,Upgrade,Fulgur Anjanath Hardfang,2,Nargacuga Cutwing+,3,Nargacuga Lash,2,Nargacuga Mantle,1
Deepest Night,long-sword,Upgrade,Shadowpierce Fang,2,Nargacuga Cutwing+,4,Nargacuga Hardfang,4,Purecrystal,1
Brazenridge I,long-sword,Upgrade,Uragaan Jaw,1,Uragaan Scale+,6,Uragaan Carapace,4,Uragaan Marrow,1
Brazenridge II,long-sword,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Scute,4,Uragaan Ruby,1
Brazenreach I,long-sword,Upgrade,Uragaan Jaw+,1,Uragaan Shard,3,Uragaan Cortex,2,Meldspar Ore,2
Brazenreach II,long-sword,Upgrade,Acidic Glavenus Hardfang,2,Uragaan Jaw+,1,Uragaan Scute+,2,Uragaan Pallium,1
Glavenus Spada I,long-sword,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
Glavenus Spada II,long-sword,Upgrade,Ebony Odogaron Hardfang,2,Glavenus Hellshell,3,Glavenus Tailedge,2,Glavenus Mantle,1
"Wyvern Blade ""Leaf""",long-sword,Create,Rathian Shell,5,Machalite Ore,10,Poison Sac,4,Rathian Plate,1
"Wyvern Blade ""Leaf""",long-sword,Upgrade,Rathian Spike,3,Rathian Scale,5,Rathian Shell,4,,
"Wyvern Blade ""Verde""",long-sword,Upgrade,Rathian Spike+,3,Rathian Scale+,5,Rathian Carapace,4,Rathian Plate,1
"Wyvern Blade ""Holly""",long-sword,Upgrade,Elder Dragon Blood,3,Rathian Spike+,5,Pink Rathian Scale+,6,Rathian Ruby,1
"Wyvern Blade ""Blossom""",long-sword,Upgrade,Rathian Surspike,3,Rathian Shard,5,Rathian Cortex,4,,
"Wyvern Blade ""Blossom""+",long-sword,Upgrade,Monster Solidbone,5,Pink Rathian Shard,4,Pink Rathian Cortex,3,Rathian Mantle,1
"Wyvern Blade ""Luna""",long-sword,Upgrade,Gold Rathian Surspike,3,Gold Rathian Shard,5,Gold Rathian Cortex,4,Rath Gleam,1
"Wyvern Blade ""Fall""",long-sword,Upgrade,Rath Wingtalon,3,Rathalos Shell,2,Flame Sac,2,Rathalos Marrow,1
"Wyvern Blade ""Blood""",long-sword,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Plate,1
"Wyvern Blade ""Azure""",long-sword,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Medulla,1
"Wyvern Blade ""Indigo""",long-sword,Upgrade,Teostra Horn+,2,Azure Rathalos Scale+,8,Azure Rathalos Tail,3,Rathalos Ruby,1
"Wyvern Blade ""Indigo""+",long-sword,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
"Wyvern Blade ""Empyrean""",long-sword,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
"Wyvern Blade ""Pale""",long-sword,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,4,Silver Rathalos Lash,3,Rath Gleam,2
Bone Shotel I,long-sword,Create,Monster Bone S,1,,,,,,
Bone Shotel II,long-sword,Upgrade,Monster Bone S,2,,,,,,
Bone Shotel III,long-sword,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
Hard Bone Shotel I,long-sword,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
Hard Bone Shotel II,long-sword,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
Hard Bone Shotel III,long-sword,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
Bone Reaper I,long-sword,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Bone Reaper II,long-sword,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
Grand Khopesh I,long-sword,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
Grand Khopesh I,long-sword,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
Grand Khopesh II,long-sword,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
Grand Khopesh III,long-sword,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
Icebrink,long-sword,Upgrade,Crystal Shard,4,Velkhana Hardclaw,2,Velkhana Lash,2,Purecrystal,1
Reverent Elusarca,long-sword,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
Tigrine Edge,long-sword,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
Tigrine Edge+,long-sword,Upgrade,Blackcurl Stouthorn,1,Tigrex Hardfang,3,Tigrex Lash,2,Tigrex Mantle,1
Tigrine Need,long-sword,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2,Tigrex Cortex,4,Pure Dragon Blood,5
Tigerfang,long-sword,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
Ravenbite,long-sword,Upgrade,Tempered Ebonjaw,5,Brute Tigrex Hardclaw,4,Brute Tigrex Hardfang,3,Tigrex Mantle,1
Rookslayer Long Sword,long-sword,Upgrade,Bazelgeuse Talon,3,Bazelgeuse Scale+,5,Bazelgeuse Fuse,4,Firecell Stone,1
Bazel Varga Rookslayer,long-sword,Upgrade,Xeno'jiiva Wing,3,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
Rooksearer Long Sword,long-sword,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
Bazel Prozio Rooksearer,long-sword,Upgrade,Shara Ishvalda Petalstone,2,Scorching Silverwing,4,Bazelgeuse Hardclaw,4,Bazelgeuse Mantle,1
Blazing Shotel I,long-sword,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Shotel II,long-sword,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
Anja Scimitar I,long-sword,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
Anja Scimitar II,long-sword,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1
Anja Scimitar III,long-sword,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
Anja Direfang I,long-sword,Create,Anjanath Hardfang,2,Anjanath Lash,2,Anjanath Shard,6,Anjanath Mantle,1
Anja Direfang I,long-sword,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
Anja Direfang II,long-sword,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3,Heavy Anjanath Nosebone,2,Anjanath Lash,1
Gnashing Fulgur I,long-sword,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
Gnashing Fulgur II,long-sword,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
Jyura Shotel I,long-sword,Upgrade,Jyuratodus Fin,1,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
Jyura Shotel II,long-sword,Upgrade,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3,Gajau Skin,3
Jyura Shotel III,long-sword,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Jyuratodus Shell,3,Gajau Whisker,3
Dipterus I,long-sword,Create,Jyuratodus Fin+,3,Jyuratodus Carapace,3,Jyuratodus Scale+,6,Carbalite Ore,6
Dipterus I,long-sword,Upgrade,Jyuratodus Fin+,2,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
Dipterus II,long-sword,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
Dipterus III,long-sword,Upgrade,Elder Dragon Bone,2,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
Dipterus Varzea I,long-sword,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
Dipterus Varzea II,long-sword,Upgrade,Monster Slogbone,2,Jyuratodus Grandfin,2,Flood Sac,2,Steel Gajau Whisker,1
Mammoth Longblade I,long-sword,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2,Banbaro Chine,2,Monster Toughbone,3
Mammoth Longblade II,long-sword,Upgrade,Monster Solidbone,3,Banbaro Great Horn,3,Banbaro Lash,2,Dragonbone Artifact,1
Hazak Grosser I,long-sword,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
Hazak Grosser II,long-sword,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
Deathblade Vaal Grosser,long-sword,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
Acid Scimitar I,long-sword,Upgrade,Acidic Glavenus Hardfang,2,Acidic Glavenus Spineshell,2,Acidic Glavenus Tailedge,2,Honed Acidcryst,4
Acid Scimitar II,long-sword,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
Pulsar Shotel I,long-sword,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Scale,3,Tobi-Kadachi Pelt,2,,
Pulsar Shotel II,long-sword,Upgrade,Tobi-Kadachi Electrode,2,Tobi-Kadachi Claw,3,Electro Sac,2,Coral Crystal,3
Pulsar Shotel III,long-sword,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Fang I,long-sword,Upgrade,Tobi-Kadachi Claw+,3,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Dragonvein Crystal,3
Kadachi Fang II,long-sword,Upgrade,Majestic Horn,2,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,4,Thunder Sac,3
Kadachi Fang III,long-sword,Upgrade,Nergigante Talon,2,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
Kadachi Daito I,long-sword,Create,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Shard,6,Large Wyvern Gem,1
Kadachi Daito I,long-sword,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
Kadachi Daito II,long-sword,Upgrade,Hard Odogaron Sinew,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Membrane+,2
Crimson Viperfang I,long-sword,Upgrade,Viper Tobi-Kadachi Hardclaw,1,Viper Tobi-Kadachi Shard,2,Viper Tobi-Kadachi Thickfur,2,Ultraplegia Sac,1
Crimson Viperfang II,long-sword,Upgrade,Acidic Glavenus Spineshell,2,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,2,Viper Tobi-Kadachi Membrane+,2
Glacial Shotel I,long-sword,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,,
Glacial Shotel II,long-sword,Upgrade,Paolumu Wing,4,Legiana Claw,4,Legiana Tail Webbing,3,Legiana Plate,1
Stealer,long-sword,Upgrade,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,2
Legia Stealer,long-sword,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Hide+,3,Legiana Gem,1
Legia Stealer+,long-sword,Upgrade,Legiana Hardclaw,2,Legiana Shard,3,Legiana Tail Webbing+,2,Frozen Bone,4
Hoarcry Stealer,long-sword,Upgrade,Obsidian Icetalon,2,Rimed Hide,5,Stark Wing,2,Cryo Sac,4
Apsara Glacia,long-sword,Upgrade,Velkhana Hardclaw,2,Obsidian Icetalon,4,Stark Wing,2,Legiana Mantle,1
Dark Shotel I,long-sword,Upgrade,Hornetaur Shell,3,Hornetaur Wing,2,Monster Fluid,2,,
Dark Shotel II,long-sword,Upgrade,Odogaron Fang,2,Hornetaur Shell,5,Hornetaur Wing,4,Hornetaur Head,2
Dark Scimitar I,long-sword,Create,Hornetaur Razorwing,2,Girros Shard,4,Monster Broth,3,Novacrystal,1
Dark Scimitar I,long-sword,Upgrade,Hornetaur Carapace,5,Hornetaur Innerwing,4,Monster Broth,2,Dragonvein Crystal,3
Dark Scimitar II,long-sword,Upgrade,Azure Rathalos Wing,2,Hornetaur Carapace,5,Hornetaur Innerwing,4,Novacrystal,1
Dark Scimitar III,long-sword,Upgrade,Vaal Hazak Fang+,3,Hornetaur Carapace,8,Hornetaur Innerwing,6,Wyvern Gem,1
Abyss Piercer I,long-sword,Upgrade,Hornetaur Razorwing,2,Tough Claw,1,Monster Essence,2,Spiritvein Crystal,3
Abyss Piercer II,long-sword,Upgrade,Odogaron Hardclaw,2,Hornetaur Razorwing,3,Monster Essence,3,Dragonbone Artifact,1
Brachydios Scimitar I,long-sword,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
Brachydios Scimitar II,long-sword,Upgrade,Azure Rathalos Fellwing,2,Brachydios Pounder+,3,Brachydios Lash,2,Glowing Slime,5
Dragonbone Stabber I,long-sword,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
Dragonbone Stabber II,long-sword,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
Dragonbone Stabber III,long-sword,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
Dragonseal Aldblade I,long-sword,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
Dragonseal Aldblade II,long-sword,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
Radiant Flow,long-sword,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
Magda Facultas I,long-sword,Upgrade,Zorah Magdaros Heat Scale,4,Zorah Magdaros Carapace,8,Zorah Magdaros Magma,4,Zorah Magdaros Gem,1
Magda Facultas II,long-sword,Upgrade,Xeno'jiiva Shell,4,Zorah Magdaros Ridge,2,Zorah Magdaros Pleura,2,Firecell Stone,3
Magdaros Volcansword,long-sword,Upgrade,Elder Dragonvein Bone,3,Dragonvein Solidbone,5,Heavy Dragonvein Bone,6,Large Elder Dragon Gem,1
Hydra Tornaria,long-sword,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
Black Tornaria,long-sword,Upgrade,Shara Ishvalda Tenderclaw,2,Namielle Whisker,4,Namielle Lash,2,Large Elder Dragon Gem,1
Blacksteel Long Sword I,long-sword,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
Blacksteel Long Sword II,long-sword,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
Imperial Saber,long-sword,Upgrade,Teostra Claw+,2,Teostra Mane,2,Teostra Carapace,5,Teostra Powder,4
Imperial Shimmer,long-sword,Upgrade,Xeno'jiiva Soulscale,5,Teostra Horn+,5,Teostra Claw+,2,Teostra Gem,1
Imperial Flickerflame,long-sword,Upgrade,Teostra Hardhorn,5,Fire Dragon Hardclaw,4,Teostra Mane+,4,Large Elder Dragon Gem,1
Xeno Cypher,long-sword,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
Supremacy Blade,long-sword,Create,Hunter King Coin,5,Rathalos Coin,4,Gama Coin,4,Novacrystal,1
Divine Slasher,long-sword,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
Hellish Slasher,long-sword,Upgrade,Hero King Coin,1,Glavenus Coin,2,Nargacuga Coin,2,Banbaro Coin,2
"Reaver ""Cruelty""",long-sword,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
"Reaver ""Calamity""",long-sword,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
Consummate Katana,long-sword,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
Azure Star Blade,long-sword,Create,Azure Star Shard,3,Great Jagras Claw,4,Monster Bone M,4,Lightcrystal,1
"Azure Star ""Dragon Dance""",long-sword,Upgrade,Azure Stargem,2,Dodogama Talon,4,Rathalos Ruby,1,Novacrystal,1
Empress Sword,long-sword,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
"Empress Sword ""Blaze""",long-sword,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
"Soulfire Lash ""Blaze""",long-sword,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
"Empress Sword ""Ruin""",long-sword,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
"Soulfire Lash ""Ruin""",long-sword,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
"Empress Sword ""Styx""",long-sword,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
"Soulfire Lash ""Styx""",long-sword,Upgrade,Lunastra Shard,4,Lunastra Lash,2,Elder Spiritvein Bone,5,Large Elder Dragon Gem,1
Demon Halberd,long-sword,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
Great Demon Halberd,long-sword,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
Demonlord Halberd,long-sword,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
Brimstren Drakebone,long-sword,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
Stygian Gula,long-sword,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
Lightbreak Edge,long-sword,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
Mad Scavenger Pickaxe,long-sword,Create,Pickaxe Ticket,2,Fine Brachydios Ebonshell,5,Eltalite Ore,15,Meldspar Ore,5
Demon Scavenger Pickaxe,long-sword,Upgrade,Pickaxe Ticket,1,Wasteland Crystal,5,Twilight Crystal,3,Guiding Forest Dragonbone,1
Guild Palace Rapier,long-sword,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
Royal Captain Rapier,long-sword,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
Defender Warhatchet I,sword-and-shield,Create,Iron Ore,1,,,,,,
Defender Warhatchet II,sword-and-shield,Upgrade,Anjanath Scale,1,,,,,,
Defender Warhatchet III,sword-and-shield,Upgrade,Commendation,1,,,,,,
Defender Warhatchet IV,sword-and-shield,Upgrade,Pink Rathian Scale+,1,,,,,,
Defender Warhatchet V,sword-and-shield,Upgrade,Immortal Dragonscale,1,,,,,,
Hunter's Knife I,sword-and-shield,Create,Iron Ore,1,,,,,,
Hunter's Knife II,sword-and-shield,Upgrade,Iron Ore,2,,,,,,
Hunter's Knife III,sword-and-shield,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
Steel Knife I,sword-and-shield,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Knife II,sword-and-shield,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
Steel Knife III,sword-and-shield,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Slicer I,sword-and-shield,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
Chrome Slicer II,sword-and-shield,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
Chrome Knight Sword I,sword-and-shield,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
Chrome Knight Sword I,sword-and-shield,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
Chrome Knight Sword II,sword-and-shield,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
Chrome Knight Sword III,sword-and-shield,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
Nergal Jack,sword-and-shield,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
Eradication Vanguard,sword-and-shield,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
Ruinous Madness,sword-and-shield,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
Flame Knife I,sword-and-shield,Upgrade,Rathalos Scale,1,Rathalos Webbing,2,Flame Sac,2,Rathalos Marrow,1
Flame Knife II,sword-and-shield,Upgrade,Rathalos Scale,6,Rathalos Tail,2,Rathalos Plate,1,Inferno Sac,3
Heat Edge,sword-and-shield,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Medulla,1
Corona,sword-and-shield,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1
Corona+,sword-and-shield,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
Blue Corona,sword-and-shield,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
Platinum Dawn,sword-and-shield,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,4,Silver Rathalos Lash,3,Rath Gleam,2
