name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Sleep Attack,Increases the rate of sleep buildup. (Elemental buildup has a maximum limit.),睡眠属性強化,睡眠の蓄積値を強化する。 （武器の蓄積値の強化には、上限が あります）,La nuit porte conseil,Augmente la puissance des afflictions de type sommeil. Il y a une limite aux augmentations.,Attacco sonno,Incrementa l'accumulo del sonno. (L'accumulo dello stato ha un limite massimo.),Schlafangriff,Erhöht die Rate der Schlaf-Ansammlung. Die Elementansammlung hat eine Obergrenze.,Ataque de sueño,Acelera la acumulación de sueño. (La acumulación de estados alterados tiene un nivel máximo).,Ataque de Sono,Aumenta a taxa de acúmulo de sono. (Acúmulo elemental tem limite máximo.),Atak Uśpieniem,Zwiększa tempo akumulacji snu. (Akumulacja żywiołu ma ograniczenie).,Усыпляющая атака,Ускоряет действие усыпляющего покрытия. (Но не выше предела.),수면속성 강화,수면의 축적치를 강화한다. (무기의 속성치 강화에는 한계가 있습니다),睡眠屬性強化,強化睡眠累積值。 （武器累積值的強化， 有其上限）,هجوم النوم,يزيد من اشتداد النوم.
Blast Attack,Increases the rate of blast buildup. (Elemental buildup has a maximum limit.),爆破属性強化,爆破の蓄積値を強化する。 （武器の蓄積値の強化には、上限が あります）,Destruction massive,Augmente la puissance des afflictions de type explosion. Il y a une limite aux augmentations.,Attacco scoppio,Incrementa l'accumulo dello scoppio. (L'accumulo dello stato ha un limite massimo.),Explosionsangriff,Erhöht die Rate der Explosion-Ansammlung. Die Elementansammlung hat eine Obergrenze.,Ataque nitro,Acelera la acumulación de nitro. (La acumulación de estados alterados tiene un nivel máximo).,Ataque de Explosão,Aumenta a taxa de acúmulo de explosão. (Acúmulo elemental tem limite máximo.),Atak Wybuchem,Zwiększa tempo akumulacji wybuchu. (Akumulacja żywiołu ma ograniczenie).,Взрывная атака,Ускоряет действие взрывного покрытия. (Но не выше предела.),폭파속성 강화,폭파의 축적치가 강화한다. (무기의 속성치 강화에는 한계가 있습니다),爆破屬性強化,強化爆破累積值。 （武器累積值的強化， 有其上限）,هجوم الانفجار,يزيد من اشتداد الانفجار.
Normal Shots,Increases the attack power of normal ammo and normal arrows.,通常弾・通常矢強化,ボウガンの通常弾または 弓の通常矢の攻撃力が上がる。,Tir maximum,Augmente la puissance des munitions et des flèches normales.,Bonus normali,Incrementa il potere d'attacco dei proiettili normali e delle frecce normali.,Standardboost,Erhöht die Angriffskraft von Standardmunition und Standardpfeilen.,Disparo normal,Aumenta el poder de la munición y flechas normales.,Disparos Normais,Aumenta o poder de ataque de munição e flechas normais.,Normalne Strzały,Zwiększa siłę ataku normalnej amunicji i strzał.,Обычный выстрел,Усиливает атаку обычных снарядов и стрел.,통상탄/통상화살 강화,보우건의 통상탄 또는 활의 통상화살 공격력이 오른다.,通常彈‧通常箭強化,提高弩槍通常彈的攻擊力， 或是弓的通常箭的攻擊力。,طلقات عادية,تزيد من قوة هجوم الذخيرة العادية والسهام العادية.
Piercing Shots,Increases the attack power of piercing ammo and Dragon Piercer.,貫通弾・竜の一矢強化,ボウガンの貫通弾または 弓の竜の一矢の攻撃力が上がる。,Traque sans merci,Augmente la puissance des munitions perforantes et du Perce-dragon.,Bonus perforanti,Incrementa il potere d'attacco dei proiettili perforanti e delle perfora draghi.,Perforierboost,Erhöht die Angriffskraft von Perforiermunition und Drachentöter.,Disparo perforante,Aumenta el poder de la munición perforante y perforadragones.,Disparos Perfurantes,Aumenta o poder de ataque de munição perfurante e Perfurador de Dragão.,Przebijające strzały,Zwiększa siłę ataku amunicji przebija-jącej i przebijacza smoków.,Проникающий выстрел,Усиливает атаку проникающих снарядов и Пронзателя драконов.,관통탄/용화살 강화,보우건의 관통탄 또는 활의 용화살 공격력이 오른다.,貫通彈‧龍之箭強化,提高弩槍貫通彈 或是弓龍之箭的攻擊力。,طلقات الثقب,تزيد قوة هجوم ذخيرة الثقب وثاقب التنين.
Spread/Power Shots,"Increases the attack power of spread ammo, power shot arrows, and Thousand Dragons.",散弾・剛射強化,ボウガンの散弾または 弓の剛射、竜の千々矢の 攻撃力が上がる。,Désigné pour mourir,"Augmente la puissance d'attaque des munitions à grenaille, des tirs de guerre et de Mille Dragons.",Bonus ventaglio/tiro potente,"Aumenta la potenza d'attacco di proiettili ventaglio, frecce tiro potente e mille draghi.",Schrot/Kraftschuss,"Erhöht die Angriffskraft von Schrotmunition, Kraftschuss-Pfeilen und Tausend Drachen.",Disparo abanico/potente,"Aumenta el poder de ataque de los tiros con munición abanico, las flechas de disparo potente y mil dragones.",Disparo Potente/Disperso,"Aumenta o poder de ataque de munição de dispersão, flechas de disparo potente e Mil Dragões.",Strzały Mocy/Rozrzutowe,"Zwiększa siłę ataku amunicji rozrzutowej, strzału mocy i tysiąca smoków.",Разброс/Мощь,"Повышает мощь снарядов с разбросом, мощных стрел и ""Тысячи драконов"".",산탄/강사 강화,"보우건의 산탄 또는 활의 강사, 용의 천천시의 공격력이 오른다.",散彈‧剛射強化,提高弩槍散彈 或是弓的剛射、龍之千矢的 攻擊力。,طلقات القوة/الانتشار,تزيد قوة هجوم الذخيرة المنتشرة وسهام طلقة القوة والألف تنين.
Free Elem/Ammo Up,Unlocks your weapon's hidden element. Also increases bowgun loading capacity. (There is a cap to loading capacity.),属性解放／装填拡張,武器の隠された属性を解放する。 ボウガンの装填数が増える。 （装填数には上限があります）,Tireur d'élite,Libère l'élément caché et augmente la capacité de munitions du fusarbalète. Il y a une limite à la capacité de munitions.,Rivela/Munizioni+,Sblocca l'elemento nascosto nell'arma e incrementa la capacità della balestra.,Superwaffe,Schaltet das Verborgene Element deiner Waffe frei und erhöht die Ladekapazität des Bogengewehrs. (Die Ladekapazität hat ein Limit.),Elem. oculto/munición+,Desbloquea el elemento oculto de tu arma y mejora la capacidad de la ballesta. (La capacidad de carga tiene un máximo).,Mais Munição/Elemento,Libera o elemento oculto da sua arma e aumenta a capacidade do fuzilarco. (Existe um limite de capacidade.),Wolny żywioł/Amunicja,Odblokowuje ukryty żywioł twojej broni i zwiększa pojemność magazynka łukodziałka.(Magazynek posiada limit).,Вольная стихия/Снаряды,Разблокирует скрытую стихию оружия. Увеличивает обойму лукорудия. (Но не выше предела.),속성해방/장전 확장,무기의 숨은 속성을 해제한다. 보우건의 장전 수가 늘어난다. (장전 수에는 한계가 있습니다),屬性解放／裝填擴充,解放武器的隱藏屬性。 增加輕弩的裝填數。 （裝填數有其上限）,عنصر حرّ/زيادة الذخيرة,تفتح عنصر سلاحك الخفي. وأيضًا تزيد من سعة تلقيم بندقية القوس الخاصة بك.(هناك حد أقصى لسعة التلقيم.)
Critical Eye,Increases affinity.,見切り,会心率がＵＰする。,Maître d'armes,Augmente l'affinité.,Occhio critico,Incrementa l'affinità.,Kritischer Blick,Erhöht die Affinität.,Bonus afinidad,Aumenta la afinidad.,Olho Crítico,Aumenta a afinidade.,Krytyczne Oko,Zwiększa zgodność.,Критический взгляд,Увеличивает мастерство.,간파,회심률이 상승한다.,看破,會心率UP。,عين الحسم,تزيد من النسبة.
Critical Boost,Increases the damage of critical hits.,超会心,会心攻撃の際、 ダメージが増加する。,Berserker,Augmente les dégâts des attaques critiques.,Bonus critico,Incrementa i danni dei colpi critici.,Kritischer Boost,Erhöht den Schaden durch kritische Treffer.,Bonus críticos,Aumenta el daño de golpes críticos.,Reforço Crítico,Aumenta o dano de acertos críticos.,Wzmocnienie Krytyków,Zwiększa obrażenia trafień krytycznych.,Усиление крит. атак,Увеличивает урон от критических атак.,슈퍼회심,"회심 공격 시, 데미지가 증가한다.",超會心,增加會心攻擊的 傷害。,تعزيز الحسم,يزيد من أضرار الضربات الخطيرة.
Weakness Exploit,Increases the affinity of attacks that exploit a monster weak spot.,弱点特効,モンスターを攻撃した際、 その部位に攻撃がかなり有効で あれば、会心率が上がる。,Mise à mort,Augmente l'affinité lorsque vous attaquez les parties faibles d'un monstre.,Punto debole,Incrementa l'affinità degli attacchi che sfruttano il punto debole di un mostro.,Schwächevorteil,"Erhöht die Affinität von Angriffen, die den Schwachpunkt eines Monsters ausnutzen.",Bonus punto débil,Aumenta la afinidad de ataques que aprovechan el punto débil de un monstruo.,Exploração de Fraqueza,Aumenta a afinidade de ataques que exploram o ponto fraco do monstro.,Wykorzystanie Słabości,"Zwiększa zgodność ataków, które wykorzystują słaby punkt potwora.",Поиск уязвимостей,"Увеличивает мастерство атак, использующих уязвимости чудовищ.",약점 특효,몬스터를 공격할 때 명중한 부위가 꽤 효과적이면 회심률이 오른다.,弱點特效,攻擊魔物時， 若攻擊對該部位頗有效的話， 會心率則會上升。,استغلال نقاط الضعف,تزيد من نسبة الهجمات التي تستغل نقاط ضعف الوحش.
Focus,Increases the fill rate for weapons with gauges and the charge rate for weapons with charge attacks.,集中,太刀、双剣、剣斧、盾斧のゲージ、 大剣、ハンマー、弓の溜め速度が 速くなる。,Concentration,"Accélère le remplissage de la jauge des épées longues, lames doubles, morpho-haches et volto-haches, et la charge des grandes épées, marteaux et arcs.",Concentrazione,Accelera la carica delle barre di armi che ne fanno uso e degli attacchi caricati.,Fokus,Erhöht das Fülltempo von Waffen mit Balken und die Ladegeschwindigkeit von Waffen mit aufgeladenen Angriffen.,Tiempo de carga,"Carga los indicadores de armas rápidamente, así como los ataques cargados con armas que lo permitan.",Foco,Aumenta a taxa de preenchimento de armas com barras e a taxa de carga de armas com ataques energizados.,Skupienie,"Jeśli twoja broń posiada pasek, wypełnia się on szybciej. Jeśli pozwala ładować ataki, proces ten ulega przyspieszeniu.",Фокусировка,Увеличивает скорость заполнения шкал оружия и заряда соответствующих атак.,집중,"태도, 쌍검, 슬래시액스, 차지액스의 게이지와 대검, 해머, 활의 모으기 속도가 빨라진다.",集中,加快提升 太刀、雙劍、劍斧、盾斧的計量表 及大劍、大錘、弓的蓄力速度。,التركيز,تزيد من معدّل حشو الأسلحة ذات المقاييس ومعدّل الشحن في الأسلحة ذات الهجمات المشحونة.
Power Prolonger,"Allows long swords, dual blades, insect glaives, switch axes, and charge blades to stay powered up longer.",強化持続,太刀、双剣、操虫棍、剣斧、盾斧で 発生する、強化状態の持続時間を 長くする。,Puissance absolue,"Les épées longues, insectoglaives, lames doubles, morpho-haches, et volto-haches restent chargés plus longtemps.",Estensione di potenza,"Prolunga la durata del potenziamento delle spade lunghe, doppie lame, falcioni insetto, spadasce e lame caricate.",Kraftverlängerung,"Langschwerter, Doppelklingen, Insektenglefen, Morph-Äxte und Energieklingen bleiben länger verstärkt.",Carga prolongada,"Las espadas largas, espadas dobles, glaives insecto, hachas espada y hachas cargadas permanecen cargadas más tiempo.",Prolongar Poder,"Permite que lâminas dínamo, transmachados duplas-lâminas, glaives inseto e espadas longas fiquem mais tempo energizadas.",Przedłużenie Mocy,"Długie miecze, bliźniacze ostrza, owadzie glewie, topory sprężynowe i ładowane ostrza są wzmacniane na dłużej.",Дополнительная энергия,"Позволяет бастардам, двойным клинкам, глефам насекомых, выкидным топорам и силовым клинкам дольше держать заряд.",강화 지속,"태도, 쌍검, 조충곤, 슬래시액스, 차지액스로 발생한 강화 상태의 지속 시간을 길게 한다.",強化持續,以太刀、雙劍、 操蟲棍、劍斧、盾斧發動， 增長強化狀態的持續時間。,إطالة أمد القوة,تسمح ببقاء السيوف الطويلة والنصال المزدوجة وسيوف الحشرات عريضة النصال وفؤوس السيف والنصال المشحونة مفعّلة لفترة أطول.
