name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Herb,A primary ingredient in potions.,薬草,回復薬の元となる草。,Herbe,Un ingrédient important dans la préparation des potions.,Erba,Ingrediente base delle pozioni.,Kraut,Eine Hauptzutat von Tränken.,Hierba,Ingrediente básico de pociones.,Erva,Principal ingrediente das poções.,Zioło,Główny składnik mikstur.,Трава,Основной ингредиент зелий.,약초,회복약의 기본이 되는 풀.,藥草,作為回復藥核心素材的草。,عشبة,مكوِّن أساسي للجرعات.
Antidote Herb,A primary ingredient in antidotes.,げどく草,解毒薬の元となる草。,Herbe à antidote,Un ingrédient important dans la préparation des antidotes.,Erba antidoto,Ingrediente base degli antidoti.,Gegengiftkraut,Eine Hauptzutat von Gegengiften.,Hierba antídoto,Ingrediente básico de antídotos.,Erva Antídoto,Principal ingrediente dos antídotos.,Zioło odtruwające,Główny składnik antidotów.,Противоядная трава,Основной ингредиент противоядий.,해독초,해독약의 기본이 되는 풀.,解毒草,作為解毒藥核心素材的草。,عشب ترياق,مكوِّن أساسي للترياق.
Fire Herb,"A wondrous, flammable plant. Useful for crafting explosives.",火薬草,発火作用を秘めた不思議な草。 爆弾に使う爆薬の調合に必要。,Herbe de feu,Une plante superbe aux propriétés inflammables. Utilisée dans la fabrication d'explosifs.,Erba fuoco,Una curiosa pianta altamente infiammabile. Utile per creare esplosivi.,Feuerkraut,"Eine erstaunliche entflammbare Pflanze, die zur Herstellung von Sprengstoffen verwendet wird.",Hierba de fuego,Planta maravillosa con propiedades inflamables. Útil para la fabricación de explosivos.,Erva de Fogo,Uma planta bonita e altamente inflamável. Útil na criação de explosivos.,Zioło ogniste,Wspaniała łatwopalna roślina. Służy do wyrobu materiałów wybuchowych.,Огненная трава,Удивительно огнеопасное растение. Используется для производства взрывчатки.,화약초,발화 작용을 하는 신기한 풀. 폭탄에 사용하는 폭약의 조합에 필요.,火藥草,祕藏發火作用的奇草。 調合炸彈所需爆藥的必要素材。,عشب النّار,نبتة مذهلة قابلة للاشتعال. مفيدة في صناعة المتفجرات.
Flowfern,This plant's leaves store a great amount of water. A component for making Water Ammo.,流水草,葉に多量の水分を蓄える草。 水冷弾の調合に必要。,Ondulite,Les feuilles de cette plante regorgent d'eau. Requise pour la création de munitions de type Aquatique.,Felce ruscello,Le foglie di questa pianta sono cariche d'acqua. Utile per creare proiettili acqua.,Flussfarn,Die Blätter dieser Pflanze speichern viel Wasser und sind eine Komponente für Wasser-Munition.,Helechoflor,Las hojas de esta planta contienen mucha agua. Se usa para crear munición de agua.,Samambaia d'Água,As folhas dessa planta retêm uma grande quantidade de água. Utilizada em Munição d'Água.,Paproć wodna,Liście tej rośliny zawierają dużo wody. Składnik amunicji wodnej.,Речной папоротник,Листья этого растения хранят большое количество воды. Нужны для изготовления водяных снарядов.,유수초,잎에 다량의 수분을 축적한 풀. 수냉탄의 조합에 필요.,流水草,草葉裡蓄積大量水分的草。 調合水冷彈的必要素材。,النّبتة المائية,تخزّن أوراق هذا النّبات كمّية كبيرة من المياه. تعدّ مكونًّا لصنع ذخيرة الماء.
Snow Herb,A plant that radiates ice-cold air. Use in combinations to create freeze ammo.,霜ふり草,氷のような冷気を放つ草。 氷結弾の調合に必要。,Herbe des neiges,Une très belle plante froide comme la glace. Peut être utilisée pour créer des munitions cryogéniques.,Erba neve,Pianta che emette aria gelida. Usata per creare proiettili ghiaccio.,Schneekraut,"Eine Pflanze, die eiskalte Luft verströmt und zur Herstellung von Frost-Munition verwendet wird.",Hierba de nieve,Una planta que irradia aire helado. Úsala en combinaciones para crear munición de hielo.,Erva da Neve,Planta que parece tão fria quanto um cubo de gelo. Utilizada em munições congelantes.,Zioło śnieżne,Z rośliny wydobywa się lodowate powietrze. Wraz z innymi składnikami tworzy amunicję zamrażającą.,Снежная трава,"Растение, от которого веет ледяной прохладой. Сырье для замораживающих снарядов.",서리초,얼음과 같은 냉기를 뿌리는 풀. 빙결탄의 조합에 필요.,霜降草,會釋放寒氣如冰的草。 調合冰結彈的必要素材。,عشب الثّلج,نبات يشعّ بهواء ثلجي. استخدمه في مزيج لإنشاء ذخيرة تجميد.
Sleep Herb,A plant containing sleeping agents. Used to craft tranquilizers.,ネムリ草,睡眠作用を秘めた草。 捕獲用麻酔玉の調合に必要。,Herbe du sommeil,Une plante aux propriétés somnifères utilisée dans la fabrication de tranquillisants.,Erba soporifera,Pianta con proprietà soporifere. Usata per realizzare tranquillanti.,Schlafkraut,"Eine Pflanze, die einschläfernde Substanzen enthält und zur Herstellung von Beruhigungsmitteln verwendet wird.",Hierba somnífera,Planta con propiedades somníferas. Con ella se elaboran somníferos.,Erva Sonífera,Uma planta que contém compostos soníferos. Utilizada para criar tranquilizantes.,Zioło nasenne,Roślina zawierająca substancje usypiające. Służy do tworzenia środków uspokajających.,Сонная трава,Растение с усыпляющим соком. Сырье для снотворного.,수면초,수면 작용을 하는 풀. 포획용마취옥의 조합에 필요.,眠草,祕藏睡眠作用的草。 調合捕獲用麻醉球的必要素材。,عشب النّوم,نبات يحتوي على عوامل النوم. يُستخدم لعمل مهدئات.
Ivy,A lightweight and extremely strong plant. Used to make nets for pitfall traps.,ツタの葉,柔軟性が高く強靭な草。 落とし穴に使うネットの調合に 必要。,Lierre,Une plante légère mais extrêmement résistante. Utilisée dans la fabrication des pièges à fosse.,Edera,"Pianta leggera, ma molto resistente. Usata per creare trappole coperte.",Efeu,Eine leichte und extrem robuste Pflanze. Sie wird zur Herstellung von Netzen für Fallgruben verwendet.,Hiedra,"Una planta ultraligera y extremadamente fuerte, útil para hacer trampas de escollo.",Hera,Uma planta leve e extremamente resistente. Usada na criação de redes para armadilhas de poço.,Bluszcz,Lekka i niezwykle mocna roślina. Służy do wyrobu siatek do dołów-pułapek.,Плющ,"Легкое, но очень крепкое растение. Из него плетут сети для волчьих ям.",넝쿨의 잎,유연성이 높은 강인한 풀. 구멍 함정에 사용되는 그물의 조합에 필요.,常春藤葉,柔軟度高且強韌的草。 調合地洞所需網子 的必要素材。,اللّبلاب,نبتة خفيفة وقوية للغاية. تستخدم لعمل شِباك لفخاخ الحفر.
Smokenut,A nut that produces a copious amount of smoke. Combine with other items to create smoke with various properties.,ケムリの実,たくさんの煙を発生させる実。 他のアイテムと調合すれば、 その特性を煙に乗せられる。,Noix fumigène,Une noix produisant beaucoup de fumée. Associez-la à divers objets pour obtenir des fumées aux propriétés variées.,Noce fumo,"Una noce che produce un fumo denso. Combinata con altri oggetti, genera fumi con diverse proprietà.",Rauchnuss,"Eine Nuss, die dichten Rauch erzeugt. In Kombination mit anderen Objekten erzeugt sie verschiedene Raucharten.",Nuez de humo,Fruto seco que hace mucho humo. Las propiedades del humo cambian al mezclarlo con otros objetos.,Noz de Fumo,"Libera bastante fumaça. Combinada com outros itens, pode criar fumaças com diferentes atributos.",Orzech dymny,Orzech dający wielkie ilości dymu. Łączony z innymi składnikami daje dym o różnych właściwościach.,Дымный орех,"Орех, обильно выделяющий дым. В сочетании с другими предметами обретает разные свойства.",연기열매,"다량의 연기를 발생시키는 열매. 다른 아이템과 조합하면, 그 특성을 연기에 싣는다.",煙果實,能產生大量煙氣的果實。 只要與其他道具調合， 就能將特性附加到煙上。,مكسّرات الدخان,تنتج كمية وافرة من الدخان. ادمجها مع عناصر أخرى كي تُنشئ دخانًا بخصائص متعددة.
Dragonfell Berry,"A mysterious berry, rumored for eons to be loathed by dragons. Required to craft Dragon Ammo.",龍殺しの実,龍が忌み嫌うと伝えられている実。 滅龍弾の調合に必要。,Baie-dragon,Une baie mystérieuse haïe par les dragons. Requise pour la création de munitions de type Dragon.,Bacca drago,Misteriosa bacca che si dice sia da sempre temuta dai draghi. Utile per creare proiettili drago.,Drachentod-Beere,"Eine geheimnisvolle Beere, die zur Herstellung von Drachen-Munition verwendet wird.",Baya antidragón,"Baya misteriosa que, según cuenta la leyenda, detestan los dragones. Parte esencial de la munición draco.",Fruta Antidragão,"De acordo com a crença popular, essa fruta misteriosa espanta dragões. Usada para criar Munição de Dragão.",Smokobójcza jagoda,"Tajemnicza jagoda, o której od dawna mówi się, że nie znoszą jej smoki. Wymagana do wyrobu am. smoczej.",Драконья ягодка,"Таинственная ягода, которую ненавидят драконы. Необходима для создания драконьих снарядов.",용살열매,용이 몹시 싫어한다 전해지는 열매. 멸룡탄의 조합에 필요.,屠龍果實,據說是龍厭惡忌諱的果實。 調合滅龍彈的必要素材。,توت تبغضُه التّنانين,توت غامض دارت حوله الشائعات منذ العصور القديمة بأن التنانين تبغضه. مطلوب لصناعة ذخيرة التنين.
Blue Mushroom,A mushroom infused with power-enhancing effects. Used in restorative items.,アオキノコ,増強作用を秘めたキノコ。 いろいろな回復アイテムの調合に 必要。,Champignon bleu,Un champignon rare qui catalyse la puissance des potions.,Fungo blu,Fungo particolare che ha l'effetto di aumentare la potenza degli oggetti curativi.,Blaupilz,"Ein Pilz mit kräftigenden Eigenschaften, der zur Herstellung von erholenden Objekten genutzt wird.",Seta azul,Una seta imbuida de efectos potenciadores. Se usa para crear objetos curativos.,Cogumelo Azul,Cogumelo impregnado de efeitos potencializadores. Usado em itens restaurativos.,Niebieski grzyb,Grzyb o działaniu zwiększającym moce. Używany do wyrobu środków regeneracyjnych.,Синий гриб,"Редкий гриб, способный хранить энергию. Входит в состав тонизирующих продуктов.",푸른버섯,증강 작용을 하는 버섯. 다양한 회복 아이템 조합에 필요.,青菇,祕藏增強作用的香菇。 調合各種回復道具的必要素材。,الفطر الأزرق,فطر مغمور بتأثيرات محسنة للقوة. يستخدم في العناصر المقوية.
Mandragora,A dangerous fungus said to draw the life out of people. Beware. Required to craft Max Potions.,マンドラゴラ,扱いを間違えれば死に至る危険な キノコ。秘薬の調合に必要。,Mandragore,Un champignon mortel à manipuler avec précaution. Requis pour la création de potions secrètes.,Mandragora,Un fungo pericoloso. Si dice che sottragga vitalità alle persone. Utile per creare pillole della salute.,Mandragora,"Ein gefährlicher Pilz, der angeblich Lebenskraft entzieht. Nötig zur Herstellung von Maxi-Tränken.",Mandrágora,Peligroso hongo que al parecer drena la energía vital. Ten mucho cuidado. Parte esencial de una poción máxima.,Mandrágora,Um fungo perigoso que dizem sugar a vida das pessoas. Cuidado. Usado para criar Poções Máximas.,Mandragora,"Niebezpieczny grzyb, który podobno wysysa z ludzi życie. Uważaj. Wymagany do wyrobu maksmikstur.",Мандрагора,"Опасный гриб, крадущий у людей жизненную энергию. Осторожно! Нужен для создания максимального зелья.",만드라고라,잘못 다루면 죽음에 이른다는 위험한 버섯. 비약의 조합에 필요.,風茄,使用方式錯誤可能會致死的 危險香菇。調合秘藥的必要素材。,تفّاح الجنّ,فطر خطير يُقال إنه يستنزف الحياة من البشر. احترس منه. مطلوب لصنع جرعات قصوى.
